,Order ID,Order Date,Customer ID,Product ID,Quantity,Sales,Coffee Type,Roast Type,Unit Weight(kg),Unit Price,Price per 100g,Unit Profit,Address Line 1,City,Country,Postcode,Loyalty Card,Order Profit,Unit Profit Percentage
259,PVI-72795-960,2022-03-17,68239-74809-TF,E-L-2.5,3.0,102.46499999999997,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,7077 School Crossing,Bailieborough,Ireland,C15,No,11.271149999999999,0.11
260,JBQ-93412-846,2022-04-27,69037-66822-DW,E-L-2.5,4.0,136.61999999999998,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,782 Spaight Center,Portumna,Ireland,V31,Yes,15.028199999999998,0.11
261,WXG-25759-236,2021-03-10,39919-06540-ZI,E-L-2.5,2.0,68.30999999999999,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,02688 Duke Park,Orange,United States,92668.0,Yes,7.514099999999999,0.11
262,RCK-04069-371,2021-10-07,94573-61802-PH,E-L-2.5,2.0,68.30999999999999,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,66197 Onsgard Place,Craigavon,United Kingdom,BT66,No,7.514099999999999,0.11
263,WOR-52762-511,2019-12-14,04739-85772-QT,E-L-2.5,6.0,204.92999999999995,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,2 Gina Drive,Sparks,United States,89436.0,Yes,22.542299999999997,0.11
264,CKF-43291-846,2020-03-10,91829-99544-DS,E-L-2.5,1.0,34.154999999999994,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,26 Oakridge Way,Whittier,United States,90605.0,Yes,3.7570499999999996,0.11
265,SCL-94540-788,2022-06-13,16123-07017-TY,E-L-2.5,6.0,204.92999999999995,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,7 Eastlawn Alley,Toledo,United States,43666.0,No,22.542299999999997,0.11
266,CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6.0,204.92999999999995,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,29668 Bashford Trail,Corpus Christi,United States,78405.0,Yes,22.542299999999997,0.11
267,ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1.0,34.154999999999994,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,0528 Thackeray Pass,Des Moines,United States,50369.0,Yes,3.7570499999999996,0.11
268,CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6.0,204.92999999999995,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,1 Annamark Drive,Ballivor,Ireland,D17,No,22.542299999999997,0.11
269,XNM-14163-951,2019-12-04,78224-60622-KH,E-L-2.5,6.0,204.92999999999995,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,9 Iowa Court,Tyler,United States,75799.0,No,22.542299999999997,0.11
270,UVF-59322-459,2019-07-25,53971-49906-PZ,E-L-2.5,6.0,204.92999999999995,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,715 Kropf Hill,Decatur,United States,30033.0,No,22.542299999999997,0.11
271,OHX-11953-965,2019-10-01,19524-21432-XP,E-L-2.5,2.0,68.30999999999999,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,0915 Novick Avenue,Shreveport,United States,71105.0,No,7.514099999999999,0.11
272,WRN-55114-031,2020-06-29,40180-22940-QB,E-L-2.5,3.0,102.46499999999997,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,117 American Ash Crossing,Dallas,United States,75260.0,Yes,11.271149999999999,0.11
273,KMS-49214-806,2019-04-30,50384-52703-LA,E-L-2.5,4.0,136.61999999999998,Exc,L,2.5,34.154999999999994,1.3661999999999999,3.7570499999999996,9 Springs Crossing,Savannah,United States,31416.0,No,15.028199999999998,0.11
274,ITA-87418-783,2020-05-22,39396-12890-PE,R-D-2.5,2.0,41.169999999999995,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,331 Bunting Hill,Migrate,United States,41905.0,No,2.4701999999999997,0.060000000000000005
275,TDZ-59011-211,2019-06-13,57611-05522-ST,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,7337 Hayes Junction,Caherconlish,Ireland,F45,Yes,4.9403999999999995,0.060000000000000005
276,TIR-71396-998,2022-03-06,14204-14186-LA,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,1 Sherman Alley,Vienna,United States,22184.0,Yes,4.9403999999999995,0.060000000000000005
277,XOQ-12405-419,2020-04-12,91513-75657-PH,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,80 Jana Avenue,Buffalo,United States,14205.0,Yes,4.9403999999999995,0.060000000000000005
278,MEK-39769-035,2021-06-27,15380-76513-PS,R-D-2.5,3.0,61.754999999999995,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,9760 Nelson Lane,Ashford,Ireland,H12,No,3.7052999999999994,0.060000000000000005
279,JAF-18294-750,2019-09-06,73564-98204-EY,R-D-2.5,6.0,123.50999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,57914 Brentwood Junction,Chattanooga,United States,37416.0,Yes,7.410599999999999,0.060000000000000005
280,YQU-65147-580,2022-03-26,80247-70000-HT,R-D-2.5,1.0,20.584999999999997,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,6 Park Meadow Plaza,New York City,United States,10009.0,No,1.2350999999999999,0.060000000000000005
281,RWI-84131-848,2019-02-22,16385-11286-NX,R-D-2.5,2.0,41.169999999999995,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,55290 Manufacturers Lane,Charlotte,United States,28210.0,Yes,2.4701999999999997,0.060000000000000005
282,ULA-24644-321,2021-08-13,67010-92988-CT,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,54210 Eagan Avenue,Ballyboden,Ireland,D6W,Yes,4.9403999999999995,0.060000000000000005
283,AJV-18231-334,2020-07-05,23473-41001-CD,R-D-2.5,2.0,41.169999999999995,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,6338 Arkansas Drive,Liverpool,United Kingdom,L74,No,2.4701999999999997,0.060000000000000005
284,VIO-27668-766,2019-12-15,10074-20104-NN,R-D-2.5,1.0,20.584999999999997,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,82460 Grover Parkway,Knoxville,United States,37939.0,Yes,1.2350999999999999,0.060000000000000005
285,AOT-70449-651,2022-06-11,53414-73391-CR,R-D-2.5,5.0,102.92499999999998,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,5461 Anniversary Crossing,Schenectady,United States,12305.0,Yes,6.1754999999999995,0.060000000000000005
286,XPG-66112-335,2020-07-19,58118-22461-GC,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,973 Kings Hill,Shawnee Mission,United States,66225.0,No,4.9403999999999995,0.060000000000000005
287,PKN-19556-918,2022-04-29,00445-42781-KX,R-D-2.5,5.0,102.92499999999998,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,7246 Green Pass,Castlerea,Ireland,F45,Yes,6.1754999999999995,0.060000000000000005
288,PKN-19556-918,2022-04-29,00445-42781-KX,A-D-0.2,1.0,2.985,Ara,D,0.2,2.985,1.4925,0.26865,7246 Green Pass,Castlerea,Ireland,F45,Yes,0.26865,0.09000000000000001
289,PKN-19556-918,2022-04-29,00445-42781-KX,L-D-0.5,4.0,31.08,Lib,D,0.5,7.77,1.5539999999999998,1.0101,7246 Green Pass,Castlerea,Ireland,F45,Yes,4.0404,0.13
290,PKN-19556-918,2022-04-29,00445-42781-KX,E-L-0.2,6.0,26.73,Exc,L,0.2,4.455,2.2275,0.49005,7246 Green Pass,Castlerea,Ireland,F45,Yes,2.9402999999999997,0.11
291,TZU-64255-831,2022-05-13,34666-76738-SQ,R-D-2.5,2.0,41.169999999999995,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,7 South Parkway,Miami,United States,33233.0,No,2.4701999999999997,0.060000000000000005
292,LXR-09892-726,2020-07-13,50924-94200-SQ,R-D-2.5,2.0,41.169999999999995,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,084 Reindahl Park,Olympia,United States,98506.0,Yes,2.4701999999999997,0.060000000000000005
293,KMB-95211-174,2021-04-16,23941-30203-MO,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,2 Wayridge Court,Fort Worth,United States,76105.0,Yes,4.9403999999999995,0.060000000000000005
294,HST-96923-073,2019-07-18,54722-76431-EX,R-D-2.5,6.0,123.50999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,56 Hollow Ridge Circle,Mullagh,Ireland,V31,No,7.410599999999999,0.060000000000000005
295,UOM-71431-481,2022-03-26,65732-22589-OW,R-D-2.5,1.0,20.584999999999997,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,84 Sutherland Alley,Denver,United States,80243.0,Yes,1.2350999999999999,0.060000000000000005
296,GPZ-36017-366,2019-07-01,65732-22589-OW,A-D-2.5,5.0,114.42499999999998,Ara,D,2.5,22.884999999999998,0.9153999999999999,2.0596499999999995,84 Sutherland Alley,Denver,United States,80243.0,Yes,10.298249999999998,0.08999999999999998
297,KAW-95195-329,2020-07-04,34570-99384-AF,R-D-2.5,4.0,82.33999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,5873 Lake View Parkway,Cavan,Ireland,H12,Yes,4.9403999999999995,0.060000000000000005
298,ERC-54560-934,2022-05-30,11932-85629-CU,R-D-2.5,6.0,123.50999999999999,Rob,D,2.5,20.584999999999997,0.8233999999999999,1.2350999999999999,227 Burning Wood Drive,Grand Rapids,United States,49560.0,No,7.410599999999999,0.060000000000000005
299,GNZ-46006-527,2022-04-05,95875-73336-RG,L-D-0.2,3.0,11.655,Lib,D,0.2,3.885,1.9425,0.50505,827 Declaration Plaza,Saint Louis,United States,63131.0,Yes,1.51515,0.13
300,DDO-71442-967,2019-04-12,89422-58281-FD,L-D-0.2,5.0,19.424999999999997,Lib,D,0.2,3.885,1.9425,0.50505,07 Charing Cross Circle,Washington,United States,20436.0,Yes,2.5252499999999998,0.13
301,BNQ-88920-567,2019-12-30,27226-53717-SY,L-D-0.2,6.0,23.31,Lib,D,0.2,3.885,1.9425,0.50505,1 Troy Circle,Salt Lake City,United States,84120.0,No,3.0303,0.13
302,WIT-40912-783,2020-09-28,86768-91598-FA,L-D-0.2,4.0,15.54,Lib,D,0.2,3.885,1.9425,0.50505,4019 Hagan Plaza,Austin,United States,78737.0,Yes,2.0202,0.13
303,DMY-96037-963,2020-10-26,42179-95059-DO,L-D-0.2,3.0,11.655,Lib,D,0.2,3.885,1.9425,0.50505,83 Saint Paul Drive,Lawrenceville,United States,30045.0,Yes,1.51515,0.13
304,ZAY-43009-775,2020-09-27,73431-39823-UP,L-D-0.2,6.0,23.31,Lib,D,0.2,3.885,1.9425,0.50505,47101 Northfield Lane,Indianapolis,United States,46295.0,No,3.0303,0.13
305,DGC-21813-731,2022-04-27,43606-83072-OA,L-D-0.2,2.0,7.77,Lib,D,0.2,3.885,1.9425,0.50505,14 American Ash Parkway,Lakeland,United States,33805.0,No,1.0101,0.13
306,CYM-74988-450,2020-10-16,87223-37422-SK,L-D-0.2,4.0,15.54,Lib,D,0.2,3.885,1.9425,0.50505,30 Mayer Terrace,Sheffield,United Kingdom,S33,No,2.0202,0.13
307,XCG-07109-195,2020-12-11,92976-19453-DT,L-D-0.2,6.0,23.31,Lib,D,0.2,3.885,1.9425,0.50505,2 Jenna Hill,Newark,United States,7112.0,Yes,3.0303,0.13
308,CUN-90044-279,2021-01-29,86646-65810-TD,L-D-0.2,4.0,15.54,Lib,D,0.2,3.885,1.9425,0.50505,6976 Knutson Lane,Lexington,United States,40515.0,Yes,2.0202,0.13
309,IGW-04801-466,2021-05-15,29051-27555-GD,L-D-0.2,1.0,3.885,Lib,D,0.2,3.885,1.9425,0.50505,9 Evergreen Circle,Erie,United States,16534.0,Yes,0.50505,0.13
310,HYR-03455-684,2021-12-19,29808-89098-XD,L-D-0.2,2.0,7.77,Lib,D,0.2,3.885,1.9425,0.50505,68502 Stoughton Court,Erie,United States,16534.0,No,1.0101,0.13
311,HYR-03455-684,2021-12-19,29808-89098-XD,E-D-1,6.0,72.9,Exc,D,1.0,12.15,1.215,1.3365,68502 Stoughton Court,Erie,United States,16534.0,No,8.019,0.11
312,EBA-82404-343,2021-01-26,20236-42322-CM,L-D-0.2,4.0,15.54,Lib,D,0.2,3.885,1.9425,0.50505,12504 Westport Hill,Wilmington,United States,19805.0,Yes,2.0202,0.13
313,YOG-94666-679,2021-02-14,86991-53901-AT,L-D-0.2,2.0,7.77,Lib,D,0.2,3.885,1.9425,0.50505,81 Arapahoe Circle,Kinloch,United Kingdom,PH43,Yes,1.0101,0.13
314,RUK-78200-416,2021-11-09,36192-07175-XC,L-D-0.2,2.0,7.77,Lib,D,0.2,3.885,1.9425,0.50505,6229 Dawn Junction,Des Moines,United States,50369.0,No,1.0101,0.13
315,FYQ-78248-319,2022-06-07,25473-43727-BY,R-M-2.5,5.0,114.42499999999998,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,022 Roth Place,Philadelphia,United States,19172.0,No,6.865499999999999,0.06
316,UQU-65630-479,2021-01-22,37651-47492-NC,R-M-2.5,4.0,91.53999999999999,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,77965 Lawn Park,Punta Gorda,United States,33982.0,Yes,5.492399999999999,0.06
317,HCT-95608-959,2020-04-25,08523-01791-TI,R-M-2.5,5.0,114.42499999999998,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,0817 Dennis Street,Minneapolis,United States,55458.0,No,6.865499999999999,0.06
318,JQK-64922-985,2021-11-10,23779-10274-KN,R-M-2.5,3.0,68.655,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,0688 Burning Wood Point,Honolulu,United States,96805.0,Yes,4.119299999999999,0.06
319,BAF-42286-205,2022-06-08,43074-00987-PB,R-M-2.5,4.0,91.53999999999999,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,8984 Moulton Hill,Montgomery,United States,36195.0,No,5.492399999999999,0.06
320,QOO-24615-950,2019-08-07,01338-83217-GV,R-M-2.5,3.0,68.655,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,56000 Kedzie Alley,Grand Forks,United States,58207.0,No,4.119299999999999,0.06
321,BIU-21970-705,2020-12-07,89711-56688-GG,R-M-2.5,2.0,45.769999999999996,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,0229 Hovde Hill,Midland,United States,48670.0,Yes,2.7461999999999995,0.06
322,AHV-66988-037,2020-09-08,12743-00952-KO,R-M-2.5,2.0,45.769999999999996,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,8 Crowley Place,Duluth,United States,30096.0,No,2.7461999999999995,0.06
323,SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1.0,22.884999999999998,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,1881 Elgar Parkway,Boynton Beach,United States,33436.0,Yes,1.3730999999999998,0.06
324,LWJ-06793-303,2022-01-02,95424-67020-AP,R-M-2.5,2.0,45.769999999999996,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,39 Chinook Crossing,Adare,Ireland,H54,Yes,2.7461999999999995,0.06
325,EQI-82205-066,2019-09-20,52316-30571-GD,R-M-2.5,2.0,45.769999999999996,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,17 Valley Edge Terrace,Cedar Rapids,United States,52405.0,Yes,2.7461999999999995,0.06
326,EJA-79176-833,2020-03-22,91509-62250-GN,R-M-2.5,6.0,137.31,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,23 Summerview Place,Birmingham,United Kingdom,B12,No,8.238599999999998,0.06
327,TYP-85767-944,2022-07-29,51497-50894-WU,R-M-2.5,2.0,45.769999999999996,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,5 Moulton Court,Arklow,Ireland,Y14,Yes,2.7461999999999995,0.06
328,YLK-78851-470,2019-09-18,58559-08254-UY,R-M-2.5,6.0,137.31,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,596 Manufacturers Alley,Albany,United States,12205.0,Yes,8.238599999999998,0.06
329,BYP-16005-016,2021-08-01,01474-63436-TP,R-M-2.5,5.0,114.42499999999998,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,820 Reinke Pass,Rockford,United States,61105.0,No,6.865499999999999,0.06
330,OLH-95722-362,2021-10-24,48553-69225-VX,R-M-2.5,4.0,91.53999999999999,Rob,M,2.5,22.884999999999998,0.9153999999999999,1.3730999999999998,095 Jenna Junction,Pasadena,United States,91117.0,Yes,5.492399999999999,0.06
331,OLH-95722-362,2021-10-24,48553-69225-VX,L-D-0.5,3.0,23.31,Lib,D,0.5,7.77,1.5539999999999998,1.0101,095 Jenna Junction,Pasadena,United States,91117.0,Yes,3.0303,0.13
332,VAU-44387-624,2019-03-20,99643-51048-IQ,A-M-0.2,6.0,20.25,Ara,M,0.2,3.375,1.6875,0.30374999999999996,3 Charing Cross Trail,Portland,United States,97271.0,No,1.8224999999999998,0.08999999999999998
333,IDU-25793-399,2020-12-04,76664-37050-DT,A-M-0.2,5.0,16.875,Ara,M,0.2,3.375,1.6875,0.30374999999999996,698 Canary Terrace,New York City,United States,10060.0,Yes,1.5187499999999998,0.08999999999999998
334,IDU-25793-399,2020-12-04,76664-37050-DT,E-D-0.2,4.0,14.58,Exc,D,0.2,3.645,1.8225,0.40095000000000003,698 Canary Terrace,New York City,United States,10060.0,Yes,1.6038000000000001,0.11
335,WAG-26945-689,2019-10-08,50124-88608-EO,A-M-0.2,5.0,16.875,Ara,M,0.2,3.375,1.6875,0.30374999999999996,5626 Darwin Avenue,Tralee,Ireland,V92,No,1.5187499999999998,0.08999999999999998
336,EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4.0,13.5,Ara,M,0.2,3.375,1.6875,0.30374999999999996,801 Sloan Plaza,Canton,United States,44710.0,Yes,1.2149999999999999,0.08999999999999998
337,OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6.0,20.25,Ara,M,0.2,3.375,1.6875,0.30374999999999996,654 Mandrake Plaza,Sandyford,Ireland,D04,Yes,1.8224999999999998,0.08999999999999998
338,FUX-85791-078,2020-10-16,59122-08794-WT,A-M-0.2,2.0,6.75,Ara,M,0.2,3.375,1.6875,0.30374999999999996,3 Heath Trail,Dayton,United States,45426.0,Yes,0.6074999999999999,0.08999999999999998
339,YQL-63755-365,2020-07-31,78570-76770-LB,A-M-0.2,4.0,13.5,Ara,M,0.2,3.375,1.6875,0.30374999999999996,81 West Plaza,Birmingham,United States,35244.0,Yes,1.2149999999999999,0.08999999999999998
340,NSQ-72210-345,2021-09-20,90940-63327-DJ,A-M-0.2,6.0,20.25,Ara,M,0.2,3.375,1.6875,0.30374999999999996,9522 Oak Valley Way,Fort Lauderdale,United States,33330.0,Yes,1.8224999999999998,0.08999999999999998
341,TVV-42245-088,2020-03-06,14398-43114-RV,A-M-0.2,4.0,13.5,Ara,M,0.2,3.375,1.6875,0.30374999999999996,4 Lindbergh Trail,Beaumont,Ireland,D17,No,1.2149999999999999,0.08999999999999998
342,RYY-38961-093,2021-01-21,14756-18321-CL,A-M-0.2,6.0,20.25,Ara,M,0.2,3.375,1.6875,0.30374999999999996,5602 Florence Avenue,Fort Lauderdale,United States,33345.0,No,1.8224999999999998,0.08999999999999998
343,GFI-83300-059,2021-10-16,40414-26467-VE,A-M-0.2,6.0,20.25,Ara,M,0.2,3.375,1.6875,0.30374999999999996,52003 Burning Wood Plaza,Houston,United States,77281.0,Yes,1.8224999999999998,0.08999999999999998
344,MAY-77231-536,2020-09-02,01304-59807-OB,A-M-0.2,2.0,6.75,Ara,M,0.2,3.375,1.6875,0.30374999999999996,027 Village Avenue,New York City,United States,10155.0,Yes,0.6074999999999999,0.08999999999999998
345,GPT-67705-953,2019-11-12,70631-33225-MZ,A-M-0.2,5.0,16.875,Ara,M,0.2,3.375,1.6875,0.30374999999999996,6058 Lunder Junction,Charlotte,United States,28299.0,Yes,1.5187499999999998,0.08999999999999998
346,MZL-81126-390,2022-03-08,48464-99723-HK,A-M-0.2,2.0,6.75,Ara,M,0.2,3.375,1.6875,0.30374999999999996,676 Mcbride Lane,Hollywood,United States,33023.0,Yes,0.6074999999999999,0.08999999999999998
347,MZL-81126-390,2022-03-08,48464-99723-HK,A-L-0.2,6.0,23.31,Ara,L,0.2,3.885,1.9425,0.34964999999999996,676 Mcbride Lane,Hollywood,United States,33023.0,Yes,2.0978999999999997,0.09
348,GQA-37241-629,2020-01-01,08405-33165-BS,A-M-0.2,2.0,6.75,Ara,M,0.2,3.375,1.6875,0.30374999999999996,7765 Westridge Lane,Columbus,United States,43231.0,Yes,0.6074999999999999,0.08999999999999998
349,XWC-20610-167,2022-07-07,08350-81623-TF,E-D-0.2,2.0,7.29,Exc,D,0.2,3.645,1.8225,0.40095000000000003,8510 Merrick Road,Hartford,United States,6183.0,Yes,0.8019000000000001,0.11
350,CWK-60159-881,2020-01-27,04671-85591-RT,E-D-0.2,3.0,10.935,Exc,D,0.2,3.645,1.8225,0.40095000000000003,6 Knutson Pass,Tampa,United States,33686.0,Yes,1.2028500000000002,0.11
351,QLM-07145-668,2019-05-09,86437-17399-FK,E-D-0.2,2.0,7.29,Exc,D,0.2,3.645,1.8225,0.40095000000000003,45 Marcy Crossing,Midland,United States,79705.0,No,0.8019000000000001,0.11
352,DFS-49954-707,2021-12-21,39019-13649-CL,E-D-0.2,5.0,18.225,Exc,D,0.2,3.645,1.8225,0.40095000000000003,61617 Roth Street,Provo,United States,84605.0,Yes,2.00475,0.11
353,GSJ-01065-125,2020-03-31,69779-40609-RS,E-D-0.2,4.0,14.58,Exc,D,0.2,3.645,1.8225,0.40095000000000003,782 American Terrace,Roanoke,United States,24009.0,Yes,1.6038000000000001,0.11
354,IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6.0,21.87,Exc,D,0.2,3.645,1.8225,0.40095000000000003,4306 Northfield Place,Sparks,United States,89436.0,Yes,2.4057000000000004,0.11
355,CNY-06284-066,2021-06-26,63985-64148-MG,E-D-0.2,5.0,18.225,Exc,D,0.2,3.645,1.8225,0.40095000000000003,73509 Victoria Junction,Knoxville,United States,37924.0,Yes,2.00475,0.11
356,DWW-28642-549,2021-03-01,91181-19412-RQ,E-D-0.2,2.0,7.29,Exc,D,0.2,3.645,1.8225,0.40095000000000003,045 Jackson Junction,Boston,United States,2216.0,Yes,0.8019000000000001,0.11
357,EUO-69145-988,2021-08-30,60370-41934-IF,E-D-0.2,3.0,10.935,Exc,D,0.2,3.645,1.8225,0.40095000000000003,19513 Golf Course Junction,Pensacola,United States,32590.0,No,1.2028500000000002,0.11
358,YZA-25234-630,2022-05-13,89757-51438-HX,E-D-0.2,2.0,7.29,Exc,D,0.2,3.645,1.8225,0.40095000000000003,682 Express Court,New Haven,United States,6510.0,No,0.8019000000000001,0.11
359,MJZ-93232-402,2022-03-20,17816-67941-ZS,E-D-0.2,1.0,3.645,Exc,D,0.2,3.645,1.8225,0.40095000000000003,4286 Kingsford Crossing,Shreveport,United States,71115.0,Yes,0.40095000000000003,0.11
360,CWT-27056-328,2022-06-04,18570-80998-ZS,E-D-0.2,6.0,21.87,Exc,D,0.2,3.645,1.8225,0.40095000000000003,51 Bluejay Point,New York City,United States,10125.0,Yes,2.4057000000000004,0.11
361,ITZ-21793-986,2021-06-11,67388-17544-XX,E-D-0.2,4.0,14.58,Exc,D,0.2,3.645,1.8225,0.40095000000000003,043 American Circle,Navan,Ireland,D11,Yes,1.6038000000000001,0.11
362,RGM-01187-513,2022-07-15,28121-11641-UA,E-D-0.2,6.0,21.87,Exc,D,0.2,3.645,1.8225,0.40095000000000003,76 Ilene Way,Shawnee Mission,United States,66225.0,No,2.4057000000000004,0.11
363,FWD-85967-769,2019-06-14,20256-54689-LO,E-D-0.2,3.0,10.935,Exc,D,0.2,3.645,1.8225,0.40095000000000003,643 Logan Plaza,Englewood,United States,80150.0,No,1.2028500000000002,0.11
364,DCE-22886-861,2021-04-05,56060-17602-RG,E-D-0.2,1.0,3.645,Exc,D,0.2,3.645,1.8225,0.40095000000000003,1235 Shopko Point,Monasterevin,Ireland,W34,Yes,0.40095000000000003,0.11
365,KUX-19632-830,2021-07-20,55409-07759-YG,E-D-0.2,6.0,21.87,Exc,D,0.2,3.645,1.8225,0.40095000000000003,6672 Cordelia Point,Conroe,United States,77305.0,Yes,2.4057000000000004,0.11
366,NUO-20013-488,2020-12-04,03090-88267-BQ,A-D-0.2,6.0,17.91,Ara,D,0.2,2.985,1.4925,0.26865,9 Warrior Junction,Grand Rapids,United States,49560.0,No,1.6118999999999999,0.09000000000000001
367,FEO-11834-332,2022-02-11,95399-57205-HI,A-D-0.2,4.0,11.94,Ara,D,0.2,2.985,1.4925,0.26865,1 Morningstar Lane,Vancouver,United States,98682.0,Yes,1.0746,0.09000000000000001
368,XXJ-47000-307,2019-07-18,31582-23562-FM,A-D-0.2,4.0,11.94,Ara,D,0.2,2.985,1.4925,0.26865,8 Buell Junction,Fort Worth,United States,76121.0,No,1.0746,0.09000000000000001
369,XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3.0,89.35499999999999,Ara,L,2.5,29.784999999999997,1.1913999999999998,2.6806499999999995,8 Buell Junction,Fort Worth,United States,76121.0,No,8.041949999999998,0.09
370,ISL-11200-600,2020-07-02,13654-85265-IL,A-D-0.2,6.0,17.91,Ara,D,0.2,2.985,1.4925,0.26865,30178 Claremont Road,Charlesland,Ireland,A63,Yes,1.6118999999999999,0.09000000000000001
371,EUH-08089-954,2020-12-06,29050-93691-TS,A-D-0.2,2.0,5.97,Ara,D,0.2,2.985,1.4925,0.26865,0263 Golf Street,Saint Louis,United States,63150.0,No,0.5373,0.09000000000000001
372,OPY-30711-853,2021-07-17,81861-66046-SU,A-D-0.2,1.0,2.985,Ara,D,0.2,2.985,1.4925,0.26865,251 Welch Parkway,Confey,Ireland,A86,No,0.26865,0.09000000000000001
373,QUU-91729-492,2021-07-29,90312-11148-LA,A-D-0.2,4.0,11.94,Ara,D,0.2,2.985,1.4925,0.26865,6 Hauk Junction,Saint Louis,United States,63131.0,No,1.0746,0.09000000000000001
374,NWT-78222-575,2019-12-31,75986-98864-EZ,A-D-0.2,1.0,2.985,Ara,D,0.2,2.985,1.4925,0.26865,69737 Hanover Center,Portarlington,Ireland,R21,No,0.26865,0.09000000000000001
375,WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2.0,5.97,Ara,D,0.2,2.985,1.4925,0.26865,41524 Mandrake Center,Denton,United States,76210.0,No,0.5373,0.09000000000000001
376,ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4.0,11.94,Ara,D,0.2,2.985,1.4925,0.26865,38 Dryden Plaza,Raleigh,United States,27635.0,Yes,1.0746,0.09000000000000001
